,Unnamed: 0,Sentence,Label,codemixed
3639,3639,"Kajol clarified saying...she was eating aunty not Mommy.. go to her house.. you cowards.. and punish her, if you've guts.. hypocrites.. ",2,1
4313,4313,Cows r nt haram in Hinduism.Cow meat is.Evry religion has equally bloody history.All animals r animals n deserve 2 live,2,0
5904,5904,"Proud of you brother keep going  
Divyanshu gangwar ",0,1
8119,8119,Y u r so communalise,2,1
9622,9622,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........ ",2,1
7365,7365,Reservation is like another form of terrorism,1,0
7878,7878,Anna you were and are in BJP.  so you can't join opposite party. So be their in BJP. Keep working.,1,0
8848,8848,"Dear Indian express jab ye video dekh rahe the to kya kaan me tel Dal rakha tha tumhari team ne, Dr Kumar vishwas has did a vailed attack on all netas of the country and he didn't favoured anyone. To ye prestitutism kyu. Daru pike reporting karte ho kya?? ",2,1
2743,2743,give him time bro..hes 5 times opted m.p.. he must have that credibility..wait for the time.,0,1
4178,4178,"For earn money with ur android phone...Download chamcash app from play store and Register it.
You can earn money upto 25000/month.
So,After register enter the 5488155 as your sponser id,
you are done....Best Of Luck....Ã¢ÂÂ Ã¢ÂÂ Ã¢ÂÂ Ã¢ÂÂ  ",0,1
1091,1091,Bjp didnot come up with the logic of the most notorious boy being made the class monitor just to improve his behavior.,2,0
2691,2691,I am here. Call me friends.,0,0
9623,9623,Poor people are dying n other side people's are wasting litres of milk on posters...It's realy disgusting..,2,1
6212,6212,in sarey netayo ko border par bhaijo ladney k liye fir pta chlega jindgi kya hoti h roj marwa rahey h jawano ko aur ye dukh parkat kar rahey pakistan ko sabak sikhayo nahi to dub mro,1,1
3543,3543,How can farmers go into digitalization as there is no internet or phone connection in many rural areas..,1,0
6462,6462,#NAME?,0,0
8691,8691,Where is the outrage for deaths of our Jawans? Where are offers of bangles for PM by BJP MPs? Or don't they care now that they are in Govt?,2,0
852,852,Gnta kuch nhi krenge bs ese hi mrte rhenge fuudu govt he India ki netaao Ko kya frk pdta he agr bdla dekhna he to France ka dekho on the spot,1,1
5546,5546,Survey pe mat jao. Speed competion lagao. Survey ki ad to airtel b krra h :P,1,1
7561,7561,Ha ha Ã°Å¸ËœÆ’ aaptards believe fekriwal can turn Delhi into London??? He has already shown his standard in 2 years....!!!! People would be better off to have same govt at state and center and then question if things don't work out... then like fekriwal no one can say cudnt work due to this person or that person... don't think Delhites want to listen to all the crap for next 5 years,1,1
9440,9440,"As per Arundhati she should give her name as Kung Fu Kutiya and she should
keep practicing balancing tooth brushes on her nipples (god of small things),
that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid)
should rent apartments in Hira Mandi). ",0,1
9495,9495,Anna is sounding like an opportunist. At least Arvind has stuck to what he started and has created a government and trying to do something constructive.,2,1
14,14,Shri Vaishak S  are we living for tit for tat? its same everywhere in the country as well around the Glob. NE just an example of our own.,2,1
6220,6220,Great said,0,0
3858,3858,No matter what kind of cards u play now....one thing is for sure u r not going to win this coming election in UP.....mark my words,1,1
4863,4863,"Yes u r correct..
Nehru was one man  
Indira Gandhi was one woman
Narsimha RAI was appreciated one Man
Maun  Mohan (I mean Maun) was Remote controlled by one lady

You old casanova ..you are a .an of many women.. what rights have you to comment on Daring ONE MAN ",1,1
6901,6901,"big up swapnil_doriya http://t.co/pncvy4p8ac for your post "" #copied #worldcup #indvsuae #wewantitback #goindia ",0,1
1093,1093,"Don't go for debate with this stupid people they will never accept Islamic activities by heart,debate wth this people is like debating  wth donkey ",2,0
5625,5625,I agree with you,0,0
6817,6817,Batkha dutt and ndtv must be sad,1,1
3977,3977,Watch the video before writing such stupid title.!!,1,1
9061,9061,Ujjivan for loooong term....I am holding since IPO want to buy more,0,1
3758,3758,"great run!! But, what about technical everything is so overvalued. Liquidity is too much. compare the chart of Nifty and crude oil. It's a divergence chart now. What you have to say about that? ",0,0
3557,3557,the only bjp leader who is worth our respect..... you owe my respect mam,0,0
9197,9197,Mensutra also need to understand it is just a movie...hehe,0,1
7940,7940,With latest scheme all politicians monies are saved . And there is no scrutiny no tax. I.t raids and harassment on common people only.,2,0
3883,3883,RSS is in power and it has not done anything as u r proving it......so better people understand ur politics and the level of division u can cause in people,1,0
9002,9002,Go mgtow,0,1
4267,4267,Massive win ??wat the hell ??BJP gain more that 50 seat compare to 2012 where as sena gain less than 9 seats,1,0
4083,4083,"This lady from BJP is crazy this is how u react man such a foolish and
ignorant lady ",0,0
1004,1004,kabir singh is a great great movie.,0,1
2139,2139,So it's might be something like gujrath riot's??,1,1
1894,1894,shikhar dawan at half century. scorecard-110/1 #indvspak chak de indiawaale,0,1
6144,6144,Pratik bhai please review the Japanese anime Monster created by Naoki Ã°Å¸â„¢ÂÃ°Å¸â„¢Â,0,1
185,185,I love you apu,0,1
2638,2638,Same bro,0,0
1975,1975,Ã Â¤Â¤Ã Â¥â€¡Ã Â¤Â°Ã Â¥â‚¬ Ã Â¤Â¤Ã Â¥â€¹ Ã Â¤Â¯Ã Â¥â€šÃ Â¤ÂªÃ Â¥â‚¬ Ã Â¤Â®Ã Â¥â€¡Ã Â¤â€š Ã Â¤Â¹Ã Â¥â‚¬ Ã Â¤Â¬Ã Â¤Å“Ã Â¤Â¾ Ã Â¤Â¦Ã Â¥â‚¬ Ã Â¤â€”Ã Â¤Â¯Ã Â¥â‚¬ Ã Â¤Â¹Ã Â¥Ë†,2,1
5110,5110,"Dear friends..I am  Bangladeshi & I also  a Muslim, I always proud of my religion. Unfortunately shocked me the news thatt was unexpected from sonu ji!   I live behind a temple.. most of time they are celebrated religions functions smoothly!  we also injoy with there. We have no excuse there job. But our azan is absolutely sweet & flexible.  who kip it up his mind he understood the significant of azan. It obviously an encourage all Muslims to pray for Allah!!! ",1,0
1893,1893,"I can not understand why Hindus object any one eating meat, beef, pork, chicken, etc. We the human beings are made of flesh, we eat food with our tongue of flesh, we produce children out of sex with flesh of man/ woman, the whole of our lives are around flesh when it comes to eating flesh may be any kind then a Hindu finds it against his religion. It is God of Hindu who made him/ her of flesh .???? ",2,0
4984,4984,"Haha we Indian audience made this a blockbuster -LOL (I haven't even watch
this movie) Sorry Shwetabh bhai for making u watch the movie (for torturing
you).Thanks for doing this for me , I was waiting for your review , I thought
I will watch the movie if only you recommend us to watch it .Thank u for
saving 2 n half hours of my life . ",0,0
4098,4098,Indians are the best and suitable for these job bido yadav,1,1
602,602,Very good actingÃ°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸Å’Â¹Ã¢ÂÂ¤Ã¯Â¸Â,0,1
1454,1454,"Muslims are great and will remain great in this world and the other world , Terrorism does not belong to Muslims , it belongs to non Muslims or those who just use Muslim tag but don't know a little about islam. ",1,0
8895,8895,Again this paper showed its bias.shiv sena  could not win b.m.c  as they have 84 and b.j.p. has81 corporate elected.Bjp has a jump of 50 seats more than the last election and ss has only 9 more  seats this time. Then who has won.,1,0
6955,6955,pak india pak k pehli wicket 11 runs p ger gae youns khan c dhoni b shami 6 runs new man haris shoil #indvspak,0,1
921,921,keep calm... ghanta calm its india vs. pakistan! #cwc15 #indvspak,0,1
6728,6728,Nice pro,0,0
721,721,Thurki diggu has lost his balance of mind long back .Accused RSS for 26/11 questioned batla house deaths n has diehard hatred for Hindu govt .But licks d boots of fake dynasty .,2,1
2712,2712,"It's not a chutiya movie..  
Atleast the song were goodÃ°Å¸Ëœâ€¦Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š  
I love the song sin the movie.  
Story was shit though!!! ",0,1
9364,9364,"Very good move as it will reduce interest cost on goverment borrowing.Previous goverment in the past borrowed so much money in the past to meet expentiture .Central & State goverment used to present deficit budget. Goverment is doing its best to improve finances.This will help in containing inflation & more money for development.Banks should now reduce borrowing rates on home & personal loan, so demands  pick up resulting more employment ",1,0
8674,8674,"Thomas Kuruvilla Baven and filthy  convert like you spreading love....lol......

Remember...one day....people like you will cry....we will make you cry...for your hypocrisy and pseudo secularism...... ",2,1
4626,4626,What kind of media is this!!first they make headlines of indian soldiers being killed by rocket launchers n now about mutilating their dead bodies....this can happen only if Pak army crosses LOC....btw it looks like a #RealSurgicalStrike with evidences on indian media,2,1
7215,7215,Review joker...,0,1
485,485,"I am not even indian, but by his(Sonu nigam) logic you should stop every noise that came from religius worship places. . . .  Isn't it? ",2,1
8185,8185,Really?  Name isnt important?...how would u tell people the name of the bike? When they ask u?,0,1
2131,2131,"Azaan-prayer how could it disturb anyone! I am Hindu we have a masjid in our neighborhood, we have wakened up by Azaan since childhood, we have no problem with it. stop dividing us! being a public figure you should know what to say and what not to say! ",2,0
4886,4886,"Yet, another case of drunk driving. ",1,0
110,110,It is gr8 tactics of Anna Hazare to remain popular in Media....,2,1
2992,2992,Killing people be it Sanghi or Red can't be an affair of a particular state. The Left must be made accountable for the killings.,1,0
8245,8245,It's most worst speech of Prime Minister of India in the Indian History,2,0
6508,6508,NDA rules party Ã°Å¸Å½â€° good governance Ã°Å¸ËœÂÃ°Å¸ËœÂ,1,1
4241,4241,"Anuj what about JM Financial , BBTC and D Link ",0,1
7265,7265,Religion didn't make him terrorist but Babri demolition communal riots did.  Before the Babri demolition there was no bomb blasts in India .Do sm research.,2,0
9384,9384,"I Don't Watch Kabir Singh Cause I Know Bollywood Love Is Garbage.  
Aayushman Khurana On Top Level.  
  
Ã¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â Your Video Is Positive Ã¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â  
I Follow You Since 3-4 Year. ",0,1
2452,2452,"If RBI lowers rate but keeps liquidity tight, transmission cannot happen: Arundhati Bhattacharya ",0,1
5175,5175,I would again plead to your acumen...Go beyond what is being shown.. You are being misled.,1,1
9263,9263,Such a stupid music.  This is not funny.  He had given a nice speech,2,0
5985,5985,thanks to making this video lesson supporter,0,0
9301,9301,They were killed by their own troops to defame Pakistan..... Because Pakistan denies such attack,2,1
3654,3654,Maybe keralites eats infants as well along with beef and pork ?,1,0
5410,5410,he is lost his popularity very beginning now he want to recover it so that is the most possible way to become a popular in india to say something against muslim community.,2,0
2835,2835,Modi or yogi. He is terrorist attacked 3 talaq. Cow mother. He doing religion politics.,1,1
9224,9224,U trolled her correct.... I  sure she is another kanhaiya kumar in making. She doesnt have problem with ANTI NATIONALS like umar khalid.,1,1
237,237,This man taught me how to be realistic ..,0,0
5035,5035,The father of all surgical strike is in the offing please please please wait for sometime. Don't go away. Have patience.,2,0
8920,8920,"If this news is to be believed, the Pakistani army is not following the military ethics at all.
Thank you ",1,0
7827,7827,She's bengoli deepikaÃ°Å¸ËœÂ,0,1
3227,3227,"in cattle fair, keralites purchase mother with calf for butchering by offering price no other can offer. ",1,0
733,733,Must watch funny Ã°Å¸ËœÅ“bhangra Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š https://youtu.be/fNbh3JePImA,1,1
6573,6573,"Yeah. In terms of Bombay blast, Kashmir massacre ",1,0
2717,2717,my no 9521480164,0,1
3950,3950,HAHAHAHAH Why is this person making the news?,1,1
2526,2526,"Some one is also talking along with Rahul Bajaj .,the person is in hurry to leave the launch ",1,1
3993,3993,"rt ndtv ""shribhivaskar match 21. #indvsuae, ind 5/0 (1.5), r sharma 4(7) s dhawan 1(4) uae 102/10 (31.3) http://t.co/8xbtpbmnqr"" ",0,1
1668,1668,Fuk u red bedbugs,2,0
8555,8555,"Sucharita from Not a movie review(you tube channel) and its viewers should
watch this video. ",0,0
6038,6038,After announcement of demonstration every minute u change ur statement ur so confused We Indian don't want confused PM please,1,0
1177,1177,"Problem will solve wait, this is a biggest issue, once we have suffer ",1,0
118,118,"she also said ""TU thik to hai na"", i.e you are not gay right as you so openly
support LGBT people ",0,1
7837,7837,Idiotic news. Nobody literally cares about the British royal family. These people enslaved India for 300 years and randi TV is busy orgasming over their baby pix! Shame on randi tv's colonial hangover,2,0
2402,2402,Atrocities,2,0
3306,3306,"Sonu nigam, shows to be ban, bcoz of noise get pollution that he's creating by his shows... ",1,1
6433,6433,Like Pakistan itself is unacceptable to the world ? Terrorist producing country.. Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸ËœÂ Ã°Å¸ËœÂ ,2,1
8665,8665,I bet no punishment will be given to that women. After all she is innocent according to our legal system. #hailwomenempowerment #hailgenderbiasedlaws #hailnarishakti #hailfeminisminindia.,1,1
818,818,Very soon BJP will lose all the elections. India will be peaceful again.,1,0
7075,7075,"it is true ,?ibn ishag992,(quaran)fight evryone in the way of Alla n kill who disbelieve Alla, ",2,1
9465,9465,Woww very good,0,0
2498,2498,If people get more money withdrawals then it is impossible to get more money to people who r stocking huge and crore of bundle,1,0
1443,1443,"Padma awards are given by Center. 
Congress should facilitate them. They are Man of the Match. When all the wickets were tumbling down, these 7 batsmen could hold till end. 
Award can by PAPPU Shree. ",1,0
7333,7333,"@MASK Paul constitution doesn't give freedom to unlimited FOE and treason.
First read the constitution then comment. ",0,0
2160,2160,"Well she did look ridiculous and you guys need to hire better people to write about ""fashion"" and ""style"" ... evidently the ones writing are terrible at it.

Edit : They both looked ridiculous ",2,0
6537,6537,Learn from everyone follow no oneÃ°Å¸Å¡Â¶....,0,1
1442,1442,Sonu g u r unconsciously advocating the creation of separate colonies for different religions as azan disturbs u  so does bagan from temples may disturb others and.............. what will happen to secularism,2,1
1875,1875,"Ra-Ra-Rasputin ( trumph) 
Lover of the Russian queen
There was a cat that really was gone
Ra-Ra-Rasputin
Russia's greatest love machine ---new trumph antique clock ",1,1
255,255,"I do not understand what you mean by India doesn't have Sharia Law. There can't be any restrictions on Appeal or advise. The leaflet does not name Nahid or any person it just says music is prohibited in Islam which is true
We are democratic country and follow democratic laws.
Every single time the paid and corrupt Indian Media blames Islam all narrow minded people take up arms and brand Islam as Evil.
Please watch Ndtv Prime time by Mr. Ravish Kumar who is the most decent person in Indian Media ",2,0
1278,1278,"Sir....ur views and Lakshya Chaudhury's views
matched.....Awesome...Sir.......I loved ur review and film as well ",0,1
8480,8480,We will get equal tastes with indian products made thro herbals etc.. soon from two companies.. Baba Ramdev Pathanjali products and Sri Sri Ravi Shankar is also coming out with good indian products.. those addicted to Pepsi & coke need not worry..   it's good move..,0,1
8800,8800,Is it availbel in india..plx send d details as i want to buy it,2,1
7159,7159,Ask them how many days it takes to print in 5  lakh crores,1,1
6586,6586,"200% U r right bro....,Ã°Å¸â€˜ÂÃ°Å¸â€˜Â ",0,1
7226,7226,Thanks boro thanks,0,0
8824,8824,3..2..1.. bang bang! goo indiaaa! #indvspak Ã¢â‚¬â€ watching pakistan vs india,0,1
9464,9464,"Why Anna Hazare not criticising so many issues created by BJP govt including not appointing the Lokpal, communal riots of Hindutwa activists including killings of weaker sections . All his present activities seems to be promoting BJP. We can't trust him any more. ",1,1
139,139,Lol Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š Most of the IITians fly to USA? lol.,1,1
2119,2119,"Mission mangal is average .you never feel sort of science in it . Just sold
nationalism. See first man or martian ",0,1
7197,7197,"Yeah!  Very true  but I think u don't know these Pakistanis are coward they feel happiness in these!  They nurture terrorism in their country,  they are so jobless and coward tht they keep finding ways to mess with India,  tht's why inside their country poor,  innocent children are killed by their own terrorists,  instead of thinking about development they keep finding ways to throw bomb and kill people!  They are kids,  they should grow up! ",1,0
7554,7554,Bollywood has been the fiefdom of select few and those who raise voice against are ostracised. It's good that some one has raised the issue.,1,0
1316,1316,O nice,0,0
4492,4492,Kabir singh 2019 most overrated movieÃ°Å¸Â¤Â®Ã°Å¸Â¤Â®,0,1
4952,4952,"Worst thing ...u are totally out of mind,if we Muslims ever told u to turn off loudspeaker ...u don't deserve to b a part of society,u have no right to talk about any religion as u urself doesn't know what its reaction is,itz like divide and rule.. ",2,0
8010,8010,Very sad that kerala is in the hands of communist pig,2,0
3072,3072,"Will see unprecedented growth across airports in 3-5 yrs, will need a lot more infra: Kapil Kaul ",0,1
5935,5935,"If u need a realistic and grounded love story, watch '96. Vijay setupathy and
trisha. It is a tamil movie. watch it with subs. ",0,1
5015,5015,do not fix on top ten stocks ....play wild card round ..,0,1
3190,3190,"What about you, you sold this country to China and turn blind eye to Islamic fundamentals is this sicular you are talking about ",1,0
7386,7386,"We mourned the attack on army school by talibans in Pakistan, and you guys are so ruthless that you laugh at someone's death.. This shows how inhumans you people are.. I hope the karma has got something for you guys in the store.. ",2,0
1339,1339,Akhtar Miya go work on your English before you comment here?,1,1
3913,3913,"All gunda element of u. P., are subsid and no one dair to do crime. Make up mind to do something in u. P. & India. ",1,1
6447,6447,"Love this video, most amazing ever seen on YOTUBE ,WELL DONE ",0,1
8503,8503,Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š did u say the same thing when kejriwal was slapped or he was inked ?,2,1
4569,4569,Sam2u,0,1
9476,9476,So true. #StandWithJNU https:// twitter.com/ivivek_nambiar /status/730780219410415616 Ã¢â‚¬Â¦,0,1
219,219,Yes and BCCI is playing with Indian sentiment in favour of extra money. It is true... BCCI only sees money and not cricket quality or love of the fans...,2,0
1948,1948,Kolkatta,0,1
1141,1141,"Liberal, communist, &Congress, sp,bsp, Tmc,ncp,pdp,are dangers,for hindu
&hindusthan |please stand up against congress &liberal, or communist ",0,0
7348,7348,Why is anti national in quotes?? Is it that being an ISI operative is also ok and that only those dissent at liberals are anti nationals??,1,1
3122,3122,Awesome Ã°Å¸ËœËœ,0,1
2556,2556,But why ipl or Indian cricket board not donated any single rupee ? our money is with them too.,0,0
5794,5794,Same goes to u son of a pros hahaha,1,1
2334,2334,"Dear Maya, we are only using loudspeakersduring the time of festivals, it's not our daily practice to disturb others. And if anyone getting disturb due to this, they should keep in thought and mentality that that was only for 10 days not like daily 3 times in a day. ",2,0
1215,1215,"Hi, a view on Tata motors plz n where is Anuj ? ",0,1
2153,2153,"What is good government 
Central government needs to make 5 crore government jobs with in 2020 then only we build the strongest economic development
what is good budget
1$= 50 Rs , Gold 1 gram - 1500 Rs, Diesel 1 liter -- 25 Rs , 
petrol - 1 liter - 50 Rs 
GST rate- 5%,10% 15%, 20%. ",1,0
6975,6975,Let BJP come forward n disclose source of all donations received from crony capitalists,1,0
9561,9561,I like your talking & ranu mondaler ashob kotha gulo bolar thik hoi ni,0,1
1601,1601,"Leaders AR not born 
Thy trainÃ°Å¸ËœÅ½ ",0,1
8764,8764,"Bhuvanesh Trivedi
Utkarsh Mishra
wtf is this?  band? ",2,1
7098,7098,"Hi Anuj and Sonia, what's your take on indices, are we heading towards 8300 before next big rally will begin ? ",0,0
1403,1403,Head of the most corrupt govt. till date.Shame on his partÃ°Å¸â€˜Å½Ã°Å¸ÂÂ¿Ã°Å¸â€˜Å½Ã°Å¸ÂÂ¿,1,1
5640,5640,awesome <3 love you veere,0,1
746,746,Yes to 2nd world war and Modi,1,1
1581,1581,Its like he has mugged up what he has to say,1,1
2372,2372,COA is working overtime on behalf of traitor manohar and icc.if icc is not ready to listen to bcci let ghem go to hell.And These COA fools can go to home...leave bcci alone.you have already inflicted damages to indian cricket.who will pay COA or the supreme court ....,1,1
8602,8602,ghostly Ã°Å¸â€˜Â»,2,1
2696,2696,Sunil hitech is a wonderful stock at cmp of sub 12 rs,0,1
4811,4811,Nailed it ...outstanding reply to film companion and others,0,1
9314,9314,Bollywood lionize shit,0,1
3321,3321,"Freedom of expression. Kasthuri itÃ¢â‚¬â„¢s bullshit. That lady should be kicked out
immediately out of country. American accent desi useless author. ",0,1
3334,3334,"trump goona clean terotist ,,like Isis ,u think him racist , ",2,1
6845,6845,"Kajol clarified saying...she was eating aunty not Mommy.. go to her house.. you cowards.. and punish her, if you've guts.. hypocrites.. ",1,1
9528,9528,"If #Congress Wins its bcos of money,  If #BJP wins ist bcos of Tampered EVM.

Basically, #Congress doesn't trust technology, whereas #BJP doesn't trust our own people! ",1,0
4880,4880,"Mr Shirish Kunder you may not know, but we made a man PM in 2014 with even better credibility than Aditya Nath and he has been behaving since then, at least he didn't participate in any riots. So, we have taken the similar chance here as well. Also, your suggestion all makes sense, making Dawood CBI chief, make him behave as well :V ",1,1
1600,1600,"Views on housing finance companies.....which has better value....can fin homes, lic housing, dhfl or gic housing??? ",0,1
4332,4332,pakistan ka don bread man out ::p #indvspak,0,1
6650,6650,"Bro I would like to say one thing ki is movie me koi problem nai hai except
drink and smoke jo ki he youngsters boy possible, isko follow krskte hai kyu ,
kyuki uska best actor in this movie krrha hai. And one more thing in 4 more
shots series me bhi I really object the character of girl journalist who
usually do regular random sex. Bro hm SB ek jses nai hai feminist type. But
what ever things r not right whether it is done by actor or actress give bad
posters in social life, will never appreciated. ",0,1
2155,2155,Roar loudlyÃ°Å¸Ëœâ€š,0,1
3836,3836,Very nice explanations shewetab bhai,0,1
7105,7105,"but can you catch them, no....if yes fial complian agaist them in court and
punish then and put them in jail..but you cant//this is the fact...she is the
danderous lady and you are helpless..court are reluktunt to punish them ",0,1
9330,9330,"make it short yar,, don't need ur Discussion and Philosophy Explained ",0,1
8332,8332,"Still u r in illusion. ..what ur MLAs did with Public no one can forget 
Which u r telling ur master class work ..women Power line 1090 ...a fake. ..they just collect data ....and solve themselves even don't talk to victims.....there r many issues by which u defeated .....interospect themselves ",2,1
5347,5347,I dont hav right to kill ur belief nd tell u to eat sumthing which is holy for you.....my point was why is that ur problem when it is not our religious belief,1,0
9393,9393,$56 billion or $56 million How stupid are people at NDTV Even the richest person in the world don't have $56 billion in cash to buy a home,1,0
7320,7320,I think modi also doing this in Gujrat but theyear given never come same is here only publicity nothing else if anybody want to know see which year he gave same proposal,1,1
9724,9724,Mind blowing videoÃ¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤Ã¢ÂÂ¤,0,1
4336,4336,not at all a good decision arun jaitley...you know that very well just to save your sins you are just killig people,1,1
1481,1481,Kabir singh lovers....hit like.....here...,0,1
4887,4887,Even you should be ashamed of ur mentality for blaming a any person by seeing his ancestors...,1,0
1396,1396,U nailed it!!!,0,0
6413,6413,Speaking in lok sabha will be followed by anonymous voting and he's feared that the descent in his party will reflect in the votes leading to dent his image for the upcoming elections.,1,0
4157,4157,Salute to u jahagir.,0,1
6643,6643,keep going . U will get many more idiots like this,2,0
7605,7605,"Anna hazare is a rss agent,,, 
::: raghu ram rajan, ",2,1
3729,3729,"Under public pressure they are compelled to say it is NOT a  FATWA but an appeal. But listen to the arguments they are giving, it reflects  an appeal which has to be agreed and followed. ",2,0
5027,5027,Demonetization helps the market to more business and the double transaction,1,0
2912,2912,Fuck off libtars and chutiyanists.,2,1
7200,7200,Great vi,0,0
7750,7750,"Arrested for what? Know a little about our Constitution. Let's see who will
arrest her. ",0,0
2831,2831,@MASK best of modi to team india. modi ~ luck #indvspak,0,1
9523,9523,Please call me I'm waiting okay,0,1
454,454,kohli kohli kohli......sensible &amp; smart inning dude..... #worldcup #indvspak #cwc15,0,1
8659,8659,You changed your channel name!,0,0
4619,4619,Person speaking is taking off job of so many people just by twisting Govt policy. Not fair Business man,0,0
6495,6495,"Arundhati must be tried for  
preaching Violence.  
Congress should be disbanded as Requested  
by Gandhiji ",0,1
4565,4565,Wa ra ChamchA free download lies of kejriwal 420. Stop fooling yourself AAPtard,2,1
2130,2130,Wrong decision. Shem  Shem,2,1
4395,4395,It's their culture. nobody can't change it.They were notorious in the name barbarians. What they had done to king Prithviraj Chauhan? Nothing new in this,2,1
1102,1102,8159932695 what's app number,0,1
1205,1205,U r giving wrong message about gays,0,0
4069,4069,"Lol, good observation Nitin and I agree with you but Azaan is actually 'given', not 'sung'. ",1,1
2523,2523,Kerala is one such state where the bhakts on the way to their anti beef protest venue and return eat beef and porotta just to feel full.,1,0
5898,5898,Let all the antinationalists come together...we will celebrate feast when they lose,1,1
7002,7002,These days so many things like this on facebook.people harmonies going. disturb.This is not good.If any. Problem from noise then go to the police station.rather on facebook.,2,0
7852,7852,"why don't muslims wear ""crescent moon"" on their forehead. ",2,0
420,420,fuck dis mother fu* ******,2,1
7681,7681,Best talking,0,0
7841,7841,"That guy at [3:46](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m46s) and
that jhaat guy should go fuck each other. ",0,1
2799,2799,If solar power can be used in Calculators ? why not to use it for Street Lights in villages?,0,0
2151,2151,Why should BJP decide what should we eat and what not ?,0,0
6440,6440,I am pretty happy,0,0
2960,2960,This fellow is nauseating. He should be kicked on his back for his day to day drama. He is a fool wasting every bodies time.,2,0
2027,2027,"Latha Venkateshan was in some cases of lobbying and passing on insider information, right? ",2,1
1291,1291,Poor step taken by you mr narwndra modi !! The intentions  might be right bt the execution was very poor,1,1
3889,3889,"Bengalis are half muslims, maybe mamta effect or Bangladeshi affect,  they marry their daughters to kashmiri muslims who do shawl business in kolkotta, I have seen lot of Bengali ladies in muslim homes at kmr ",2,1
2919,2919,Nepotism exists... No wonder people vd no talent at all like #sonamkapoor continue to exist,1,1
490,490,Loveeee uuu sir....mucchhh respectÃ°Å¸Â¥Â°Ã°Å¸Â¥Â°Ã°Å¸Â¥Â°Ã°Å¸Â¥Â°,0,1
4401,4401,"It doesn't befits to a man who started his career by performing in Jagrata where he used to sing whole night on loudspeaker to raise questions now on Azaan which lasts just from 1 to 3 mins. Also it would not be the first time he would have heard fajr azaan is he is from delhi. He is a clever man, he know he could also be rewarded like Akshay Kumar in future if he involves in religious debates. ",1,1
9431,9431,"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi ",1,0
9656,9656,Ã°Å¸â€™Â¯ correct Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Â¤Å¾Ã°Å¸Â¤Å¾Ã°Å¸Â¤Å¾Ã°Å¸Â¤Å¾,0,1
4554,4554,They not gonna do that...blood in their eyes now,2,1
3610,3610,"Few promises of modi in 2012.
USA $ at 35 rupee. Huwa k nai.
Wadra will be brought to book?
Tax rate will be low?
GDP @MASK terrorism from pakistan?
1 crore employment per year? ",1,1
5698,5698,"Tamil nadu has not voted to bjp,  hence modi has decided  not to put one governor  who is been visiting guest how he will understand the people expectation , every body punishing the common man ",1,0
4732,4732,"@MASK Girll wrong Acting was lit, ask anyone, no one can go so deep in role ",0,0
4081,4081,Well.....change is happening......and it is not what he had hoped.,0,1
2779,2779,"Oh sexy my darling, I love you ",0,0
8103,8103,"a specific group ( obviously politically biased) in India also , supported Trump's politics during election , even they prayed to God for his win. i hope , every concerned public is understanding my direction. may be they are supporting this killing too. because it comes from the same communal and racist mentality. ",1,0
6405,6405,We shud salute this brave n nationalist man.it is a lesson to all.Communalists shud refrain to paint the Indian Muslims in bad colour.,1,0
4243,4243,Mr. Modi - 1971 was wrong year for demonetisation because war was upon us. West Pakistan migrating in India Ã°Å¸â€¡Â®Ã°Å¸â€¡Â³ India who has opportunity to finish war of 1965. And teach Pakistan a lesson. Thanks Ã°Å¸â„¢Â to greatest general of India field marshal Manekshaw we were able to finish this war in 13 days. Biggest surrender in world history.,1,0
3083,3083,Why should they not cry...???,1,1
234,234,She is the cocaine girl. What is wrong in that ?,1,0
1575,1575,Morons running the country n passing tuglaki rules,2,1
3957,3957,You wanna eat pork it is your call then.we won't stop you.we wanna eat beef it is our call then.you don't stop us.free country free choices.fair and square.,1,0
146,146,"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful. ",0,0
2735,2735,Remove Gandhis and remove appeasement of minorities and remove quotas!! Advocate Meritocracy and India will reach it's true potential.,2,0
3862,3862,Really nyc m gay,0,0
